   ,STATENM,STATECD,COUNTYNM,COUNTYCD,SPCD,SCIENTIFIC_NAME,SPGRPCD,SPGRPNM,SPCLASS,UNITCD,RESERVCD,EVALID,'`0001 1.0-1.9','`0002 2.0-2.9','`0003 3.0-3.9','`0004 4.0-4.9'
16040,Mississippi,28,Adams,1,827,Quercus nigra,28,Other red oaks,Hardwood,5,0,282201,7486992.997,15985229.39,27162890.72,
16041,Mississippi,28,Adams,1,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,5,0,282201,214954.5781,8346622.155,,
16042,Mississippi,28,Adams,1,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,5,0,282201,1026123.899,345998.9636,,
16043,Mississippi,28,Adams,1,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,5,0,282201,,,,3302641.925
16044,Mississippi,28,Adams,1,993,Melia azedarach,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,,387301.4535,,
16045,Mississippi,28,Alcorn,3,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,2,0,282201,2147290.746,959075.7042,2641336.418,
16046,Mississippi,28,Alcorn,3,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,2,0,282201,178826.269,,,
16047,Mississippi,28,Alcorn,3,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,2,0,282201,406011.2346,3220193.387,12163428.62,25523222.49
16048,Mississippi,28,Alcorn,3,311,Acer barbatum,31,Hard maple,Hardwood,2,0,282201,816635.046,2518099.247,,
16049,Mississippi,28,Alcorn,3,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,2,0,282201,160769.4647,,,
16050,Mississippi,28,Alcorn,3,316,Acer rubrum,32,Soft maple,Hardwood,2,0,282201,3920261.608,2447741.606,5423860.411,7679855.079
16051,Mississippi,28,Alcorn,3,356,Amelanchier spp.,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,,1650052.152,,
16052,Mississippi,28,Alcorn,3,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,224982.8214,,,
16053,Mississippi,28,Alcorn,3,403,Carya glabra,29,Hickory,Hardwood,2,0,282201,2471033.87,,,13434227.31
16054,Mississippi,28,Alcorn,3,409,Carya alba,29,Hickory,Hardwood,2,0,282201,4164067.911,6944887.558,8806482.718,
16055,Mississippi,28,Alcorn,3,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,,3089790.774,,8411363.534
16056,Mississippi,28,Alcorn,3,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,2,0,282201,241652.3903,5378177.151,,
16057,Mississippi,28,Alcorn,3,531,Fagus grandifolia,33,Beech,Hardwood,2,0,282201,687598.9071,,,5743375.419
16058,Mississippi,28,Alcorn,3,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,282201,904859.7381,,3485123.833,
16059,Mississippi,28,Alcorn,3,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,282201,6654212.179,6377696.372,3535484.281,7337964.408
16060,Mississippi,28,Alcorn,3,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,2,0,282201,2829872.186,4770967.163,,
16061,Mississippi,28,Alcorn,3,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,2,0,282201,3911988.536,2009813.748,,
16062,Mississippi,28,Alcorn,3,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,350465.6962,,,
16063,Mississippi,28,Alcorn,3,711,Oxydendrum arboreum,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,1756120.847,8678876.367,5866965.784,
16064,Mississippi,28,Alcorn,3,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,2,0,282201,2516898.392,6183794.108,11783742.63,
16065,Mississippi,28,Alcorn,3,802,Quercus alba,25,Select white oaks,Hardwood,2,0,282201,2659475.363,8788800.579,,
16066,Mississippi,28,Alcorn,3,806,Quercus coccinea,28,Other red oaks,Hardwood,2,0,282201,644849.2265,,,
16067,Mississippi,28,Alcorn,3,812,Quercus falcata,28,Other red oaks,Hardwood,2,0,282201,,,,33101806.13
16068,Mississippi,28,Alcorn,3,824,Quercus marilandica,28,Other red oaks,Hardwood,2,0,282201,269407.0607,7323429.486,,
16069,Mississippi,28,Alcorn,3,827,Quercus nigra,28,Other red oaks,Hardwood,2,0,282201,1961453.152,2136209.903,6511113.581,
16070,Mississippi,28,Alcorn,3,835,Quercus stellata,27,Other white oaks,Hardwood,2,0,282201,796404.598,1787152.83,6920211.241,15363218.55
16071,Mississippi,28,Alcorn,3,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,282201,,2304209.961,,
16072,Mississippi,28,Alcorn,3,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,282201,2239341.699,4608563.927,3215783.241,
16073,Mississippi,28,Amite,5,115,Pinus glabra,3,Other yellow pines,Softwood,5,0,282201,166619.7636,,,
16074,Mississippi,28,Amite,5,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,5,0,282201,27162918.96,65115744.26,112417209.5,147067497.8
16075,Mississippi,28,Amite,5,316,Acer rubrum,32,Soft maple,Hardwood,5,0,282201,3695325.001,3132480.051,10720545.98,13040807.38
16076,Mississippi,28,Amite,5,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,4434161.002,14255444.25,5324871.283,
16077,Mississippi,28,Amite,5,403,Carya glabra,29,Hickory,Hardwood,5,0,282201,,,,11346531.53
16078,Mississippi,28,Amite,5,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,5,0,282201,58266.27333,,1786518.706,
16079,Mississippi,28,Amite,5,500,Crataegus spp.,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,230872.8371,,,
16080,Mississippi,28,Amite,5,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,5,0,282201,1131296.532,,,
16081,Mississippi,28,Amite,5,531,Fagus grandifolia,33,Beech,Hardwood,5,0,282201,20518.80948,329529.7068,489648.6486,
16082,Mississippi,28,Amite,5,544,Fraxinus pennsylvanica,36,Ash,Hardwood,5,0,282201,285729.6549,,,
16083,Mississippi,28,Amite,5,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,5,0,282201,321327.9469,1222835.853,3044438.273,2998911.466
16084,Mississippi,28,Amite,5,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,5,0,282201,15836075.69,36964965.78,31140965.14,48937663.67
16085,Mississippi,28,Amite,5,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,5,0,282201,,1742309.697,,2833178.972
16086,Mississippi,28,Amite,5,652,Magnolia grandiflora,41,Other eastern soft hardwoods,Hardwood,5,0,282201,147195.7762,3535014.271,,1624933.853
16087,Mississippi,28,Amite,5,653,Magnolia virginiana,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,6431461.107,5287930.432,,
16088,Mississippi,28,Amite,5,654,Magnolia macrophylla,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,164457.1721,259118.2511,,6745658.185
16089,Mississippi,28,Amite,5,682,Morus rubra,42,Other eastern hard hardwoods,Hardwood,5,0,282201,224862.235,,,
16090,Mississippi,28,Amite,5,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,5,0,282201,851245.5053,6656634.719,12745702.05,12633384.09
16091,Mississippi,28,Amite,5,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,1812345.278,439016.7878,4423098.767,9773983.36
16092,Mississippi,28,Amite,5,711,Oxydendrum arboreum,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,588977.3942,3507796.153,3714998.04,6327114.217
16093,Mississippi,28,Amite,5,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,5,0,282201,470652.826,7385872.003,4326249.637,18013715.1
16094,Mississippi,28,Amite,5,766,Prunus americana,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,54441.38885,,,
16095,Mississippi,28,Amite,5,802,Quercus alba,25,Select white oaks,Hardwood,5,0,282201,1012962.683,,,
16096,Mississippi,28,Amite,5,812,Quercus falcata,28,Other red oaks,Hardwood,5,0,282201,510566.5648,2653723.245,,
16097,Mississippi,28,Amite,5,813,Quercus pagoda,26,Select red oaks,Hardwood,5,0,282201,2664135.814,1836547.885,7661495.005,
16098,Mississippi,28,Amite,5,820,Quercus laurifolia,28,Other red oaks,Hardwood,5,0,282201,,,,6733130.47
16099,Mississippi,28,Amite,5,827,Quercus nigra,28,Other red oaks,Hardwood,5,0,282201,18593256.9,35263203.81,20492284.26,33282950.05
16100,Mississippi,28,Amite,5,831,Quercus phellos,28,Other red oaks,Hardwood,5,0,282201,,1754044.638,3765574.94,
16101,Mississippi,28,Amite,5,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,5,0,282201,3025430.635,8172275.494,3894779.925,4814262.201
16102,Mississippi,28,Amite,5,994,Triadica sebifera,43,Eastern noncommercial hardwoods,Hardwood,5,0,282201,181455.9263,,,
16103,Mississippi,28,Attala,7,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,3,0,282201,2080048.967,,3619355.972,8250909.848
16104,Mississippi,28,Attala,7,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,3,0,282201,5608568.885,20306628.95,25614426.4,90020019.81
16105,Mississippi,28,Attala,7,316,Acer rubrum,32,Soft maple,Hardwood,3,0,282201,19033782.26,43051172.99,39981992.79,32567679.08
16106,Mississippi,28,Attala,7,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,6764538.064,13356914,,7789219.893
16107,Mississippi,28,Attala,7,403,Carya glabra,29,Hickory,Hardwood,3,0,282201,2723029.962,2089929.549,4755455.199,49293538.45
16108,Mississippi,28,Attala,7,409,Carya alba,29,Hickory,Hardwood,3,0,282201,2141090.363,4448675.075,,
16109,Mississippi,28,Attala,7,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,3,0,282201,283128.0722,,,
16110,Mississippi,28,Attala,7,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,,,4356913.577,
16111,Mississippi,28,Attala,7,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,3,0,282201,485243.3032,,6755708.422,
16112,Mississippi,28,Attala,7,500,Crataegus spp.,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,426793.0414,,,
16113,Mississippi,28,Attala,7,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,3,0,282201,1148560.593,1307597.726,,
16114,Mississippi,28,Attala,7,531,Fagus grandifolia,33,Beech,Hardwood,3,0,282201,1044461.37,1863275.682,,
16115,Mississippi,28,Attala,7,544,Fraxinus pennsylvanica,36,Ash,Hardwood,3,0,282201,4704572.783,9126958.337,19036139.64,8860733.943
16116,Mississippi,28,Attala,7,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,3,0,282201,864999.5925,2212596.484,,
16117,Mississippi,28,Attala,7,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,3,0,282201,14784753.85,47719177.44,56885591.52,91983787.93
16118,Mississippi,28,Attala,7,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,3,0,282201,637314.9938,,17823562.94,25874304.05
16119,Mississippi,28,Attala,7,653,Magnolia virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,,,3972660.261,
16120,Mississippi,28,Attala,7,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,3,0,282201,4703281.303,5114347.296,15767166.3,10766954.38
16121,Mississippi,28,Attala,7,694,Nyssa biflora,35,Tupelo and blackgum,Hardwood,3,0,282201,,1307925.311,12776738.61,24039176.49
16122,Mississippi,28,Attala,7,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,1338286.806,8218120.041,,9483676.179
16123,Mississippi,28,Attala,7,711,Oxydendrum arboreum,43,Eastern noncommercial hardwoods,Hardwood,3,0,282201,197105.5581,,,
16124,Mississippi,28,Attala,7,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,3,0,282201,944463.3047,,15326350.99,
16125,Mississippi,28,Attala,7,802,Quercus alba,25,Select white oaks,Hardwood,3,0,282201,1358136.517,10824803.42,9776801.324,
16126,Mississippi,28,Attala,7,812,Quercus falcata,28,Other red oaks,Hardwood,3,0,282201,4653517.75,5374434.163,22378338.38,
16127,Mississippi,28,Attala,7,813,Quercus pagoda,26,Select red oaks,Hardwood,3,0,282201,386972.7012,,,
16128,Mississippi,28,Attala,7,820,Quercus laurifolia,28,Other red oaks,Hardwood,3,0,282201,326384.0539,1918822.853,,29605981.07
16129,Mississippi,28,Attala,7,824,Quercus marilandica,28,Other red oaks,Hardwood,3,0,282201,1836621.483,,,
16130,Mississippi,28,Attala,7,825,Quercus michauxii,25,Select white oaks,Hardwood,3,0,282201,,1158223.582,,
16131,Mississippi,28,Attala,7,827,Quercus nigra,28,Other red oaks,Hardwood,3,0,282201,14295823.1,29191192.14,37856940.54,43911748.41
16132,Mississippi,28,Attala,7,831,Quercus phellos,28,Other red oaks,Hardwood,3,0,282201,689377.5311,,4470774.162,
16133,Mississippi,28,Attala,7,835,Quercus stellata,27,Other white oaks,Hardwood,3,0,282201,2332826.342,,,
16134,Mississippi,28,Attala,7,837,Quercus velutina,28,Other red oaks,Hardwood,3,0,282201,,1366875.243,,
16135,Mississippi,28,Attala,7,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,3,0,282201,5528197.925,20905304.58,22658193.34,10387964.8
16136,Mississippi,28,Attala,7,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,3,0,282201,1480317.723,1361945.303,,
16137,Mississippi,28,Benton,9,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,2,0,282201,509044.2347,679481.2876,6794609.819,
16138,Mississippi,28,Benton,9,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,2,0,282201,127255.5568,,,4771406.091
16139,Mississippi,28,Benton,9,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,2,0,282201,502298.2651,3424442.983,6049499.479,30673469.22
16140,Mississippi,28,Benton,9,221,Taxodium distichum,8,Cypress,Softwood,2,0,282201,,1304807.048,,
16141,Mississippi,28,Benton,9,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,2,0,282201,1620134.947,3118388.045,,
16142,Mississippi,28,Benton,9,316,Acer rubrum,32,Soft maple,Hardwood,2,0,282201,7762917.51,3491204.262,8585038.861,9208589.539
16143,Mississippi,28,Benton,9,356,Amelanchier spp.,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,813571.2657,948341.5704,,
16144,Mississippi,28,Benton,9,373,Betula nigra,41,Other eastern soft hardwoods,Hardwood,2,0,282201,,,4977065.751,
16145,Mississippi,28,Benton,9,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,866844.0814,,,9259089.015
16146,Mississippi,28,Benton,9,403,Carya glabra,29,Hickory,Hardwood,2,0,282201,1993737.231,1819258.821,8007138.814,2788798.315
16147,Mississippi,28,Benton,9,407,Carya ovata,29,Hickory,Hardwood,2,0,282201,476791.7233,,,
16148,Mississippi,28,Benton,9,409,Carya alba,29,Hickory,Hardwood,2,0,282201,5807447.304,10566699.18,,
16149,Mississippi,28,Benton,9,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,282201,,,1008195.696,
16150,Mississippi,28,Benton,9,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,376988.7838,2889510.97,,11477510.27
16151,Mississippi,28,Benton,9,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,2,0,282201,1760960.47,1429286.021,5499621.883,3475655.814
16152,Mississippi,28,Benton,9,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,282201,78182.98654,,,
16153,Mississippi,28,Benton,9,541,Fraxinus americana,36,Ash,Hardwood,2,0,282201,,2560922.041,4000789.871,2953650.95
16154,Mississippi,28,Benton,9,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,282201,1275980.434,4369530.73,,
16155,Mississippi,28,Benton,9,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,2,0,282201,,,845807.8526,
16156,Mississippi,28,Benton,9,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,282201,3179894.995,3440571.956,6111013.332,12569513.19
16157,Mississippi,28,Benton,9,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,2,0,282201,664524.2155,1160216.041,7626461.443,8808037.785
16158,Mississippi,28,Benton,9,682,Morus rubra,42,Other eastern hard hardwoods,Hardwood,2,0,282201,,,3073967.384,
16159,Mississippi,28,Benton,9,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,2,0,282201,2324083.472,3228283.986,1520220.886,20375725.8
16160,Mississippi,28,Benton,9,694,Nyssa biflora,35,Tupelo and blackgum,Hardwood,2,0,282201,,2552046.588,,
16161,Mississippi,28,Benton,9,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,2121760.297,9428597.667,21471026.13,
16162,Mississippi,28,Benton,9,731,Platanus occidentalis,41,Other eastern soft hardwoods,Hardwood,2,0,282201,307056.0329,1103894.038,,
16163,Mississippi,28,Benton,9,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,2,0,282201,1389348.894,521338.5087,5298314.492,
16164,Mississippi,28,Benton,9,802,Quercus alba,25,Select white oaks,Hardwood,2,0,282201,3084494.968,10004576.44,4344975.46,3121565.339
16165,Mississippi,28,Benton,9,806,Quercus coccinea,28,Other red oaks,Hardwood,2,0,282201,,,,3801499.558
16166,Mississippi,28,Benton,9,812,Quercus falcata,28,Other red oaks,Hardwood,2,0,282201,1498348.29,3593619.942,23642838.27,
16167,Mississippi,28,Benton,9,813,Quercus pagoda,26,Select red oaks,Hardwood,2,0,282201,,900560.5063,,
16168,Mississippi,28,Benton,9,825,Quercus michauxii,25,Select white oaks,Hardwood,2,0,282201,559318.7962,,,
16169,Mississippi,28,Benton,9,827,Quercus nigra,28,Other red oaks,Hardwood,2,0,282201,886434.0307,927481.2756,,
16170,Mississippi,28,Benton,9,831,Quercus phellos,28,Other red oaks,Hardwood,2,0,282201,,826540.5362,,
16171,Mississippi,28,Benton,9,833,Quercus rubra,26,Select red oaks,Hardwood,2,0,282201,,,6011873.986,
16172,Mississippi,28,Benton,9,835,Quercus stellata,27,Other white oaks,Hardwood,2,0,282201,1740401.974,2699065.993,,
16173,Mississippi,28,Benton,9,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,282201,,486688.856,,
16174,Mississippi,28,Benton,9,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,2,0,282201,,,,2053849.657
16175,Mississippi,28,Benton,9,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,282201,2608765.594,3603485.197,745090.8837,13604448.15
16176,Mississippi,28,Benton,9,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,2,0,282201,278847.3857,1919966.851,,
16177,Mississippi,28,Bolivar,11,367,Asimina triloba,43,Eastern noncommercial hardwoods,Hardwood,1,0,282201,2110559.655,5618999.914,,
16178,Mississippi,28,Bolivar,11,404,Carya illinoinensis,29,Hickory,Hardwood,1,0,282201,1439173.453,,3674072.047,6955251.547
16179,Mississippi,28,Bolivar,11,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,1,0,282201,3451060.247,5855118.102,18049746.25,
16180,Mississippi,28,Bolivar,11,544,Fraxinus pennsylvanica,36,Ash,Hardwood,1,0,282201,,,,9836777.592
16181,Mississippi,28,Bolivar,11,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,1,0,282201,527586.0579,3718549.726,2782224.832,5634856.851
16182,Mississippi,28,Bolivar,11,731,Platanus occidentalis,41,Other eastern soft hardwoods,Hardwood,1,0,282201,1498690.508,,,
16183,Mississippi,28,Bolivar,11,828,Quercus texana,28,Other red oaks,Hardwood,1,0,282201,,,6290980.856,
16184,Mississippi,28,Bolivar,11,831,Quercus phellos,28,Other red oaks,Hardwood,1,0,282201,,,,9717006.925
16185,Mississippi,28,Bolivar,11,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,1,0,282201,,,7239139.269,6318247.672
16186,Mississippi,28,Bolivar,11,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,1,0,282201,,1614311.45,,9292545.3
16187,Mississippi,28,Bolivar,11,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,1,0,282201,,,2881173.063,
16188,Mississippi,28,Calhoun,13,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,2,0,282201,1978228.539,2840632.532,3839683.01,
16189,Mississippi,28,Calhoun,13,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,2,0,282201,,,,3063653.655
16190,Mississippi,28,Calhoun,13,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,2,0,282201,6792631.01,19430475.25,20341886.5,134063680.5
16191,Mississippi,28,Calhoun,13,316,Acer rubrum,32,Soft maple,Hardwood,2,0,282201,18638285.92,39048927.71,17780737.62,
16192,Mississippi,28,Calhoun,13,373,Betula nigra,41,Other eastern soft hardwoods,Hardwood,2,0,282201,,2276507.076,5778547.576,
16193,Mississippi,28,Calhoun,13,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,844465.5762,1260177.743,4871152.117,
16194,Mississippi,28,Calhoun,13,403,Carya glabra,29,Hickory,Hardwood,2,0,282201,6821572.027,7336205.566,,
16195,Mississippi,28,Calhoun,13,409,Carya alba,29,Hickory,Hardwood,2,0,282201,7253635.134,8295284.589,3678267.582,15490896.92
16196,Mississippi,28,Calhoun,13,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,1579180.689,4427678.644,7704851.72,
16197,Mississippi,28,Calhoun,13,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,2,0,282201,1793679.943,1382647.832,,
16198,Mississippi,28,Calhoun,13,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,282201,,3971073.179,,
16199,Mississippi,28,Calhoun,13,541,Fraxinus americana,36,Ash,Hardwood,2,0,282201,,3604487.341,,
16200,Mississippi,28,Calhoun,13,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,282201,7510966.405,22841793.85,20560077.12,16142958.02
16201,Mississippi,28,Calhoun,13,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,2,0,282201,2132904.706,,,
16202,Mississippi,28,Calhoun,13,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,282201,14798429.61,27575770.85,27152640.4,64751909.55
16203,Mississippi,28,Calhoun,13,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,2,0,282201,1374655.26,,5660625.736,
16204,Mississippi,28,Calhoun,13,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,2,0,282201,5836091.809,2783750.625,,10180592.55
16205,Mississippi,28,Calhoun,13,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,1683218.293,15717348.93,6463144.082,
16206,Mississippi,28,Calhoun,13,731,Platanus occidentalis,41,Other eastern soft hardwoods,Hardwood,2,0,282201,1384130.826,5430698.197,,
16207,Mississippi,28,Calhoun,13,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,2,0,282201,2903819.923,1671114.091,14966595.63,5252880.576
16208,Mississippi,28,Calhoun,13,802,Quercus alba,25,Select white oaks,Hardwood,2,0,282201,2489405.169,8505431.648,4621671.371,21360142.19
16209,Mississippi,28,Calhoun,13,806,Quercus coccinea,28,Other red oaks,Hardwood,2,0,282201,,,6968358.66,
16210,Mississippi,28,Calhoun,13,812,Quercus falcata,28,Other red oaks,Hardwood,2,0,282201,4237916.443,3233707.345,,
16211,Mississippi,28,Calhoun,13,813,Quercus pagoda,26,Select red oaks,Hardwood,2,0,282201,672198.362,,3671689.12,
16212,Mississippi,28,Calhoun,13,827,Quercus nigra,28,Other red oaks,Hardwood,2,0,282201,9945223.002,16488701.42,20597344.51,28276793.73
16213,Mississippi,28,Calhoun,13,831,Quercus phellos,28,Other red oaks,Hardwood,2,0,282201,308003.7465,2037516.653,,
16214,Mississippi,28,Calhoun,13,833,Quercus rubra,26,Select red oaks,Hardwood,2,0,282201,678334.8593,,,
16215,Mississippi,28,Calhoun,13,835,Quercus stellata,27,Other white oaks,Hardwood,2,0,282201,539757.6712,,,
16216,Mississippi,28,Calhoun,13,922,Salix nigra,41,Other eastern soft hardwoods,Hardwood,2,0,282201,1194220.003,,,7957197.469
16217,Mississippi,28,Calhoun,13,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,282201,6867650.133,13968521.8,36161671.13,11803912.05
16218,Mississippi,28,Calhoun,13,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,2,0,282201,3517823.083,4241123.815,,
16219,Mississippi,28,Calhoun,13,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,2,0,282201,2701328.459,2496442.964,,3175741.138
16220,Mississippi,28,Carroll,15,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,2,0,282201,1324930.358,1817199.084,3746676.43,6854134.231
16221,Mississippi,28,Carroll,15,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,2,0,282201,1936207.911,474257.2733,8777936.073,
16222,Mississippi,28,Carroll,15,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,2,0,282201,1536444.667,,3129594.512,
16223,Mississippi,28,Carroll,15,316,Acer rubrum,32,Soft maple,Hardwood,2,0,282201,5062573.337,5750194.954,9045588.905,
16224,Mississippi,28,Carroll,15,317,Acer saccharinum,32,Soft maple,Hardwood,2,0,282201,,,4980334.893,
16225,Mississippi,28,Carroll,15,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,3214544.617,4855322.141,,9102719.225
16226,Mississippi,28,Carroll,15,403,Carya glabra,29,Hickory,Hardwood,2,0,282201,2117094.167,,,
16227,Mississippi,28,Carroll,15,409,Carya alba,29,Hickory,Hardwood,2,0,282201,2202683.395,,,
16228,Mississippi,28,Carroll,15,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,282201,128588.3087,,,
16229,Mississippi,28,Carroll,15,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,282201,2929258.867,4484463.454,,
16230,Mississippi,28,Carroll,15,531,Fagus grandifolia,33,Beech,Hardwood,2,0,282201,1799280.251,3885231.113,,11996582.21
16231,Mississippi,28,Carroll,15,541,Fraxinus americana,36,Ash,Hardwood,2,0,282201,2059990.777,2560562.216,,
16232,Mississippi,28,Carroll,15,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,282201,4767707.177,12888935.08,5566212.794,8491959.558
16233,Mississippi,28,Carroll,15,602,Juglans nigra,40,Black walnut,Hardwood,2,0,282201,,,,12730370.68
16234,Mississippi,28,Carroll,15,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,282201,9873100.324,21491278.57,33262449.08,81625855.18
16235,Mississippi,28,Carroll,15,621,Liriodendron tulipifera,39,Yellow-poplar,Hardwood,2,0,282201,707564.794,6638697.49,,7521043.764
16236,Mississippi,28,Carroll,15,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,2,0,282201,1081949.499,,4233098.003,
16237,Mississippi,28,Carroll,15,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,282201,3299800.143,22415507.51,,16343943.18
16238,Mississippi,28,Carroll,15,712,Paulownia tomentosa,41,Other eastern soft hardwoods,Hardwood,2,0,282201,480228.1094,,,
